Elapsed time,CPU (%),Real (MB),Virtual (MB)
12:15:21,909.97,251656.1
12:15:22,3245.50,858514.0
12:15:23,3219.22,842188.9
12:15:24,2583.97,748725.9
12:15:25,3269.93,854304.8
12:15:26,3213.43,842704.1
12:15:27,3074.08,816107.6
12:15:28,3069.52,829101.1
12:15:29,3152.41,844182.0
12:15:30,3095.93,834848.7
12:15:31,3325.91,863487.9
12:15:32,3127.17,839303.8
12:15:33,3102.88,850890.8
12:15:34,3265.46,855845.1
12:15:35,3239.30,852924.3
12:15:36,3235.91,843416.7
12:15:37,3119.86,844332.4
12:15:38,3167.76,828299.7
12:15:39,3207.35,860432.6
12:15:40,3141.64,833567.7
12:15:41,3053.87,846457.3
12:15:42,3070.97,844504.8
12:15:43,3226.23,851254.4
12:15:44,3219.03,847827.9
12:15:45,3267.01,855684.5
12:15:46,3299.68,868772.6
12:15:47,3036.09,826667.9
12:15:48,3247.08,857544.2
12:15:49,3165.58,846112.1
12:15:50,3215.01,856957.4
12:15:51,3111.32,830595.0
12:15:52,3128.02,825884.0
12:15:53,3123.94,827356.0
12:15:54,3270.54,827534.0
12:15:55,3120.06,824165.3
12:15:56,3137.63,833155.7
12:15:57,3315.40,879548.8
12:15:58,3133.51,833698.2
12:15:59,3352.87,882548.8
12:16:00,3219.11,871271.3
12:16:01,3122.85,830655.4
12:16:02,3305.31,861272.2
12:16:03,3140.04,839182.4
12:16:04,3217.08,847797.9
12:16:05,3233.26,845724.7
12:16:06,3213.20,825241.4
12:16:07,3220.46,846245.7
12:16:08,3062.90,832980.4
12:16:09,3159.29,840392.7
12:16:10,3094.14,834328.3
12:16:11,3086.49,823904.7
12:16:12,3172.59,848106.6
12:16:13,3116.31,855146.8
12:16:14,3104.76,824012.2
12:16:15,3148.32,837195.1
12:16:16,3047.47,821543.1
12:16:17,3163.99,846099.6
12:16:18,3369.91,884539.7
12:16:19,3144.32,820465.2
12:16:20,3271.73,873823.9
12:16:21,3165.22,823045.1
12:16:22,3162.15,848989.8
12:16:23,3375.77,902871.2
12:16:24,3041.85,822959.0
12:16:25,3113.64,835202.1
12:16:26,3112.12,829335.2
12:16:27,3295.54,853108.2
12:16:28,3020.70,801014.8
12:16:29,3231.14,874500.9
12:16:30,3142.72,855559.8
12:16:31,3119.43,826509.5
12:16:32,3107.42,838412.8
12:16:33,3086.86,817060.2
12:16:34,3084.86,814256.0
12:16:35,3114.79,811027.2
12:16:36,3139.39,833475.3
12:16:37,3236.49,856213.7
12:16:38,3176.08,843001.8
12:16:39,3079.50,830662.8
12:16:40,3242.48,847072.1
12:16:41,3248.55,842532.1
12:16:42,3303.08,854401.0
12:16:43,3062.17,842311.1
12:16:44,2942.82,823685.0
12:16:45,3182.55,856511.8
12:16:46,3190.13,844758.3
12:16:47,3203.13,850710.3
12:16:48,3133.17,822153.4
12:16:49,3098.38,835721.5
12:16:50,3147.48,849579.4
12:16:51,3004.44,811229.5
12:16:52,3205.65,852286.3
12:16:53,3123.80,843073.5
12:16:54,3109.78,830672.7
12:16:55,3190.21,849702.4
12:16:56,3128.35,826434.7
12:16:57,3175.69,842376.4
12:16:58,3230.02,841490.0
12:16:59,3291.64,851995.9
12:17:00,3147.00,836932.3
12:17:01,3301.35,848009.1
12:17:02,3131.20,825598.3
12:17:03,3120.10,841626.6
12:17:04,3094.50,818285.9
12:17:05,3182.36,840350.1
12:17:06,3233.72,850705.4
12:17:07,3227.89,835691.7
12:17:08,3300.36,863593.8
12:17:09,3159.22,821044.9
12:17:10,3081.02,807345.9
12:17:11,3198.38,848650.2
12:17:12,3153.47,847075.6
12:17:13,3128.65,828855.7
12:17:14,3104.09,836035.0
12:17:15,3220.45,853049.1
12:17:16,3265.65,851484.8
12:17:17,3362.03,885770.0
12:17:18,3261.14,848236.6
12:17:19,3006.39,821168.6
12:17:20,3082.93,827084.9
12:17:21,3196.40,852245.0
12:17:22,2983.54,817035.0
12:17:23,3181.19,829603.6
12:17:24,3242.30,850865.4
12:17:25,3345.64,883675.6
12:17:26,3210.33,860338.9
12:17:27,3010.26,809877.0
12:17:28,3271.24,846703.8
12:17:29,3277.62,860333.4
12:17:30,3225.89,850928.2
12:17:31,3290.24,849301.4
12:17:32,3141.11,830444.7
12:17:33,3161.18,824963.5
12:17:34,3231.05,845959.6
12:17:35,3173.26,820482.5
12:17:36,3161.02,853537.9
12:17:37,3107.80,834225.8
12:17:38,3262.85,873486.4
12:17:39,3209.54,839185.3
12:17:40,3041.05,828405.3
12:17:41,3175.39,830043.1
12:17:42,3279.71,863951.9
12:17:43,3156.80,836078.9
12:17:44,2985.32,793179.1
12:17:45,3219.42,865247.8
12:17:46,3243.69,855546.5
12:17:47,3266.74,880333.8
12:17:48,3162.81,838114.1
12:17:49,3067.34,823299.4
12:17:50,3092.43,853159.2
12:17:51,3127.52,836852.2
12:17:52,3154.19,831399.8
12:17:53,3031.08,821591.4
12:17:54,3203.74,849996.0
12:17:55,3022.72,820987.1
12:17:56,3125.64,844847.9
12:17:57,2841.24,749676.2
12:17:58,3306.13,866291.8
12:17:59,3269.84,854106.5
12:18:00,2909.33,791524.7
12:18:01,3188.57,844760.7
12:18:02,3149.71,837924.9
12:18:03,3253.63,831102.4
12:18:04,3118.08,820948.9
12:18:05,3221.40,863088.1
12:18:06,3155.37,869134.6
12:18:07,3164.64,826595.6
12:18:08,3339.22,871349.2
12:18:09,3160.28,831477.7
12:18:10,3051.40,806216.4
12:18:11,3010.78,790657.5
12:18:12,3163.24,838677.9
12:18:13,3147.24,835782.0
12:18:14,3130.56,831535.0
12:18:15,2991.67,821696.0
12:18:16,3249.90,874797.3
12:18:17,3265.11,869919.4
12:18:18,3261.48,852317.1
12:18:19,3154.67,837654.7
12:18:20,3319.01,868801.3
12:18:21,3145.28,848391.5
12:18:22,3118.66,826233.9
12:18:23,3029.25,830764.2
12:18:24,3180.39,841282.8
12:18:25,3155.40,838882.8
12:18:26,3333.36,861691.8
12:18:27,3082.23,814726.4
12:18:28,3220.80,843667.8
12:18:29,3124.29,839788.7
12:18:30,3106.26,830580.2
12:18:31,3123.46,850242.9
12:18:32,3281.92,876915.8
12:18:33,3010.24,830990.8
12:18:34,3188.39,817200.5
12:18:35,3112.55,818882.6
12:18:36,3226.82,845376.1
12:18:37,3208.59,854919.4
12:18:38,3186.73,849389.0
12:18:39,3015.02,796224.1
12:18:40,3241.60,849499.7
12:18:41,3066.17,839152.6
12:18:42,3231.91,837781.2
12:18:43,3178.51,831803.9
12:18:44,3186.24,835491.3
12:18:45,3199.31,816234.3
12:18:46,3104.27,823428.3
12:18:47,3191.86,842593.7
12:18:48,3123.82,850686.2
12:18:49,3149.74,866385.0
12:18:50,3016.18,816599.0
12:18:51,3148.64,836845.3
12:18:52,3197.95,843132.7
12:18:53,3259.39,839916.2
12:18:54,3092.27,825482.7
12:18:55,3121.21,816892.6
12:18:56,3113.99,798637.2
12:18:57,3318.99,857149.1
12:18:58,3192.84,845959.9
12:18:59,3226.01,841266.6
12:19:00,2878.93,833230.3
12:19:01,3232.25,864959.9
12:19:02,3099.16,828673.6
12:19:03,3153.13,829544.4
12:19:04,3088.11,839233.9
12:19:05,3130.91,824691.6
12:19:06,3012.52,796955.5
12:19:07,3160.30,867878.7
12:19:08,3279.64,881780.3
12:19:09,3255.30,839916.0
12:19:10,3113.72,823669.9
12:19:11,3249.85,822196.9
12:19:12,3314.14,874510.9
12:19:13,3021.80,806062.5
12:19:14,3061.93,836557.2
12:19:15,2976.89,826915.3
12:19:16,3259.52,840029.1
12:19:17,3230.57,846430.9
12:19:18,3078.52,824635.4
12:19:19,3179.75,848636.1
12:19:20,3167.09,851035.3
12:19:21,3083.80,831826.2
12:19:22,3208.27,853247.9
12:19:23,3068.08,826244.2
12:19:24,3047.61,818855.2
12:19:25,2998.19,846987.1
12:19:26,3172.63,852828.6
12:19:27,3024.65,819926.2
12:19:28,3239.72,848422.9
12:19:29,2986.84,795785.1
12:19:30,3036.32,825299.1
12:19:31,3165.28,806463.9
12:19:32,3245.50,843844.4
12:19:33,3191.64,827980.6
12:19:34,3186.62,843324.6
12:19:35,3129.52,834259.6
12:19:36,3146.60,829957.1
12:19:37,3126.10,827022.1
12:19:38,3222.56,829779.0
12:19:39,3202.01,845010.7
12:19:40,3203.41,836452.0
12:19:41,3161.87,833543.7
12:19:42,3197.62,853535.5
12:19:43,2995.86,837999.9
12:19:44,3137.51,838140.0
12:19:45,3085.74,807060.1
12:19:46,3241.30,857073.3
12:19:47,3115.26,840796.6
12:19:48,3162.20,832004.8
12:19:49,3282.21,858639.1
12:19:50,3319.99,882087.0
12:19:51,3242.51,861152.4
12:19:52,3128.87,845108.9
12:19:53,2951.06,791599.5
12:19:54,3224.78,847297.6
12:19:55,3206.84,838571.6
12:19:56,3169.82,842046.4
12:19:57,3168.40,851693.2
12:19:58,3121.80,815621.9
12:19:59,3284.63,864082.8
12:20:00,3296.79,835675.1
12:20:01,3088.71,822502.1
12:20:02,3135.02,841062.1
12:20:03,3264.23,880833.2
12:20:04,3118.20,863712.6
12:20:05,3099.58,852361.8
12:20:06,3202.92,851074.0
12:20:07,3181.09,862897.6
12:20:08,3028.15,833885.8
12:20:09,3106.81,825219.5
12:20:10,3194.31,832919.5
12:20:11,3128.46,821484.6
12:20:12,3157.92,837169.8
12:20:13,3207.72,851369.8
12:20:14,3203.99,820043.4
12:20:15,3152.20,814001.5
12:20:16,3232.78,851651.2
12:20:17,3254.48,855997.7
12:20:18,3186.11,849264.0
12:20:19,3313.28,857973.5
12:20:20,658.98,174469.1
12:20:21,0.00,0.00
12:20:22,0.00,0.00
12:20:23,0.00,0.00
12:20:24,0.00,0.00
12:20:25,0.00,0.00
12:20:26,0.00,0.00
12:20:27,0.00,0.00
12:20:28,0.00,0.00
12:20:29,0.00,0.00
12:20:30,0.00,0.00
12:20:31,0.00,0.00
12:20:32,0.00,0.00
12:20:33,0.00,0.00
12:20:34,0.00,0.00
12:20:35,0.00,0.00
12:20:36,0.00,0.00
12:20:37,0.00,0.00
12:20:38,0.00,0.00
12:20:39,0.00,0.00
12:20:40,0.00,0.00
12:20:41,0.00,0.00
12:20:42,0.00,0.00
12:20:43,0.00,0.00
12:20:44,0.00,0.00
12:20:45,0.00,0.00
12:20:46,0.00,0.00
12:20:47,0.00,0.00
12:20:48,0.00,0.00
12:20:49,0.00,0.00
12:20:50,0.00,0.00
12:20:51,0.00,0.00
12:20:52,0.00,0.00
12:20:53,0.00,0.00
12:20:54,0.00,0.00
12:20:55,0.00,0.00
12:20:56,0.00,0.00
12:20:57,0.00,0.00
12:20:58,0.00,0.00
12:20:59,0.00,0.00
12:21:00,0.00,0.00
12:21:01,0.00,0.00
12:21:02,0.00,0.00
12:21:03,0.00,0.00
12:21:04,0.00,0.00
12:21:05,0.00,0.00
12:21:06,0.00,0.00
12:21:07,0.00,0.00
12:21:08,0.00,0.00
12:21:09,0.00,0.00
12:21:10,0.00,0.00
12:21:11,0.00,0.00
12:21:12,0.00,0.00
12:21:13,0.00,0.00
12:21:14,0.00,0.00
12:21:15,0.00,0.00
12:21:16,0.00,0.00
12:21:17,0.00,0.00
12:21:18,0.00,0.00
12:21:19,0.00,0.00
12:21:20,0.00,0.00
